900 115762
818 69 18168828
899 77 24256531
284 843 37047765
61 635 21255368
431 160 20316649
529 530 29309355
267 703 78849135
266 230 61178083
286 455 29361177
238 522 16712496
761 498 83211142
798 846 43551263
727 536 34538226
172 458 28109952
50 763 20627323
227 430 14679659
803 805 67150776
717 541 53774474
810 766 82677213
296 392 37448601
716 361 78729134
320 142 41070525
99 284 22084248
34 634 43013184
168 535 79466973
524 818 9410900
323 891 9615914
349 896 62328646
113 404 13723857
21 445 51352698
177 364 21869886
731 187 9154477
80 539 23095348
877 680 40285610
264 423 2671185
687 279 78150481
276 663 70402045
192 47 68455719
65 390 70799248
671 597 67578584
378 127 79139018
634 352 32592512
749 147 63146083
574 740 81871466
239 104 41601067
236 422 88406610
67 274 77433128
693 543 63411903
299 9 51374121
82 634 67587043
349 128 36365874
504 617 79083573
891 754 88804978
609 20 16935432
307 816 38225074
885 343 27465720
563 495 49255233
458 142 7446845
749 149 86561345
143 576 20584541
547 656 79393596
328 322 88624984
552 736 87130469
459 262 57650460
89 392 44375685
572 879 35521012
769 826 384670
642 261 67930530
409 609 10028425
316 783 85597046
56 267 32124865
268 871 67533870
211 596 76603680
82 257 78087127
345 327 87840853
70 797 39088280
727 542 83927945
469 348 67544140
777 391 31335939
543 628 2499242
343 656 42140446
752 762 1484875
540 36 82632459
5 24 11430694
398 432 12177139
551 305 66328238
828 26 69027473
169 702 88444970
358 814 50525205
128 348 47226788
239 149 52833208
745 50 39528415
766 324 77618549
535 205 68363895
784 443 27526093
20 88 32637802
179 424 24972075
680 55 15352564
138 407 61468345
94 386 2198289
458 860 13734745
256 685 41018564
47 106 22336090
846 343 3676067
4 348 48716951
543 629 5379906
665 448 83059938
838 61 55743224
268 182 3466238
850 249 138807
147 732 54719424
818 187 18615229
219 836 63975019
473 772 44391616
640 426 32761765
319 786 79995452
690 261 80516296
382 804 24305982
857 211 65632019
69 255 79823536
685 267 35922499
667 612 75268640
230 772 54851843
900 775 11046567
785 305 8504448
598 343 71465365
492 725 30623670
242 476 27852765
562 690 62658188
76 35 33311428
580 318 34524530
162 461 21253409
445 227 83776371
697 450 78788082
182 600 1058434
645 498 52230829
614 523 44436656
304 731 5946341
794 445 20407980
299 315 38022430
209 489 80975826
308 692 75737532
161 722 79362956
650 684 63838814
140 888 13630826
784 472 33946881
488 67 87521880
205 63 9775984
162 597 1030471
229 538 41196538
450 778 30256843
650 123 58347702
141 831 16198108
851 847 69792294
545 842 85285998
196 390 10718005
132 522 25047494
582 11 2999644
393 416 15964280
832 343 69002604
521 798 57168420
785 16 70187971
807 181 85177834
478 375 19778957
287 720 74429169
154 413 67746920
86 885 75760048
276 691 70320186
512 864 54130049
854 39 78051771
788 524 51471881
205 431 87616203
663 899 53193368
250 542 72084761
772 571 55398642
430 532 84330828
285 169 50537175
119 763 30476674
553 711 57827381
216 394 5229244
395 507 4957999
60 186 52045361
361 652 26520123
531 893 34602072
646 550 60882929
59 341 29047220
601 686 59632339
639 412 9053962
800 828 5401140
279 342 61727012
283 363 79639867
534 488 67302787
205 825 35384761
138 305 60066688
370 277 6257947
763 380 2675833
178 163 69914968
255 470 64280009
602 684 88559430
127 339 60585303
330 740 67320567
892 862 24332758
454 821 57357167
703 582 19543560
289 687 6107974
705 634 15599386
480 123 10447572
323 618 87510708
691 6 49607674
582 113 38876176
762 13 3263138
619 620 50982023
745 71 46086816
360 1 37739331
227 780 81506364
593 154 60940696
719 491 33007824
439 689 50127775
781 92 6476270
464 752 58106230
469 30 40979394
368 160 23392723
724 316 55889563
349 435 71347055
409 275 48046959
883 843 76471377
761 620 53076744
772 683 892671
730 897 62975723
342 674 7597785
827 481 61265294
35 897 42999404
50 594 59843914
347 783 17509040
88 621 19308510
753 344 80696681
892 577 72506073
356 460 25170093
876 257 48441666
732 247 21105398
289 48 73876289
106 449 88841733
547 133 46116674
707 76 71375241
827 347 60078490
484 558 17667977
267 135 78578914
791 826 61231866
24 798 37087606
176 420 22796628
786 125 450941
788 263 56903743
858 617 18371579
134 660 12446031
551 855 23109433
192 361 71736990
821 327 82393106
266 548 34419840
489 654 22951947
22 468 23041411
162 793 46989264
840 305 4026429
5 13 27288164
496 693 13719334
737 803 32229902
582 95 38895771
623 447 74438678
136 416 28587245
3 698 10451685
196 410 11265948
389 258 46540256
657 658 63258881
344 838 65200428
862 831 86855711
533 240 64493245
111 419 86600938
561 316 89957661
877 30 34222399
310 488 8078519
626 540 14591288
2 656 14091060
898 141 79172397
159 717 9152948
50 464 9141931
260 203 25721348
528 450 18938394
90 81 24563743
316 322 1974520
758 305 74963088
772 240 53563259
625 14 72114621
801 136 54340986
491 852 33064585
567 6 67792387
63 188 9148501
329 613 28724843
838 582 65990730
522 869 35072651
711 540 43120995
872 259 26885077
671 285 58460572
288 837 1900573
106 165 50934797
16 328 18513109
844 9 1638422
39 748 4743660
572 229 49853910
16 664 40035070
856 404 26119249
43 716 83097108
542 300 76323013
301 180 3657076
468 744 83974924
44 556 71898043
445 43 31154891
143 376 37157681
678 708 48785895
882 871 60942920
205 33 49231410
720 849 45482578
852 30 34607061
807 226 51452559
90 293 22021504
536 582 16491369
216 769 48304378
259 321 84207560
153 89 71330492
590 830 46086501
454 703 64160326
302 354 72072091
211 143 37871973
280 176 21080655
755 347 7718948
237 655 45337812
531 582 53637068
850 132 87115039
440 844 58628486
589 87 43047282
635 169 15854623
129 811 78630095
51 379 36896364
793 537 87677813
591 238 30262058
292 307 37098557
247 347 19805603
230 311 5486093
159 268 12543620
6 454 51632841
724 275 30099397
381 342 75200065
645 148 19888418
461 119 54331054
342 526 23331895
507 483 45707897
92 830 39387625
899 835 17567620
562 493 38334477
719 75 76080290
88 384 84547119
488 839 25562598
704 188 4868067
95 49 76626907
235 533 47283864
501 491 54200210
760 720 22888632
451 368 44170139
313 739 86937941
601 395 1788723
784 737 31394328
202 321 9631065
807 368 45912881
482 434 22457887
3 216 77977356
279 152 83631964
316 235 42590504
709 697 61179242
763 709 2770461
613 719 16850931
338 255 75841883
217 71 88063738
543 281 90658691
709 532 78147581
621 562 47213671
22 795 11474745
617 436 5165691
147 90 47608493
569 686 80368820
279 883 76410829
68 775 54157382
640 204 36335307
488 330 33441979
498 889 53311268
589 230 86587317
420 643 24727478
180 705 48362674
550 397 84953723
225 671 6417940
756 347 87060356
736 41 90178331
361 117 78491254
169 648 53175454
573 446 50749857
115 229 1326894
413 758 67690766
780 652 76778367
742 10 23075144
598 886 31579145
857 417 69464863
475 341 30968839
853 498 86154120
826 32 37124526
24 550 84326688
263 641 53812273
581 549 87500726
498 169 80835937
676 205 16178609
548 764 591129
612 216 85252385
776 196 90864700
391 312 82378806
623 436 73883748
721 491 13601844
556 435 7615831
825 218 87962163
700 739 77974364
502 340 75981842
522 352 35289225
439 522 57786814
315 612 90542637
455 321 63225527
311 638 83520261
149 648 26329487
718 566 27743906
452 657 25785039
124 604 87232719
307 401 33716562
445 290 24095911
286 162 32723593
732 76 87281810
303 67 85373458
219 335 52137475
473 600 88486681
213 340 87073599
44 796 35329329
835 416 79886460
298 876 5661986
243 832 47809580
347 630 59634452
880 755 9366154
53 592 46819655
427 521 36275021
396 137 18299440
410 620 88565680
123 649 14919291
80 310 44208657
865 134 4599593
394 715 10983495
796 595 76505113
800 205 85328211
641 565 37309800
158 56 89561789
50 557 5285114
811 874 40004971
661 43 48083258
20 110 24186494
775 38 50716409
477 106 31758640
534 843 65656479
242 14 7132592
285 13 63306474
655 364 23974079
544 108 60126025
552 468 87122140
281 844 18675106
126 847 48912906
288 328 85371545
11 473 37732251
463 645 24465417
701 241 344067
377 378 6515715
672 833 61988274
762 59 54845418
74 216 68988290
810 532 80262674
842 897 88330330
689 601 42484365
13 487 23587339
625 544 55514822
394 185 46152288
343 152 72383189
510 253 16253758
444 638 11372630
384 227 66327032
349 88 81459029
267 444 40981560
399 16 60187432
326 37 18397656
215 134 75921302
378 418 52793850
698 775 8638100
400 841 54027994
458 91 64508449
450 211 24890567
311 295 32221830
478 755 16845945
882 203 89392605
762 596 40098203
425 519 31429079
748 441 45567232
496 725 71388027
191 416 15852452
341 628 45128284
632 817 55966979
381 84 60412527
562 78 79334821
216 65 62563970
250 186 73234514
8 715 90673150
22 167 42910303
85 345 22514390
813 482 6670726
886 520 57230086
741 291 56665104
479 442 84515008
216 112 12302391
337 801 17195938
699 361 4054237
424 295 70806385
29 506 58156082
303 301 1701908
541 497 5717964
158 366 78888387
554 335 83743423
867 686 86515399
722 724 28844854
145 709 75225315
452 465 64593362
288 632 68651114
788 776 53278438
782 116 54290075
34 419 12280666
746 507 64896110
698 470 27936652
305 748 78104268
565 580 6522297
255 756 43837672
802 614 50249639
234 585 81971890
126 897 42832800
775 288 68180637
716 730 1380604
306 300 21017529
414 189 7651227
886 6 43698293
617 840 78411723
74 397 78931899
359 667 40700254
133 421 83010485
164 752 10149046
178 549 72960668
213 682 36547390
292 66 2231659
163 31 67331288
835 159 56188501
797 307 90503432
592 133 58969440
94 172 54352076
452 394 53485732
158 626 19644734
634 51 54395486
21 26 27588111
480 236 44913472
684 580 37993220
257 580 90341340
506 14 62545075
297 848 23085829
55 805 10941488
718 62 14568575
571 536 86496712
485 147 63228614
460 594 20018416
463 476 5383464
191 247 13929889
608 626 45940053
778 403 61278769
434 407 75041744
785 840 4292869
474 230 81843072
736 593 81082110
406 839 18571674
482 773 39229221
593 461 74432385
680 392 32113310
218 781 27912509
734 251 42630317
632 95 4270918
561 378 31784345
898 693 88804779
499 90 40794301
320 133 63593511
353 128 90432632
496 781 15590584
868 182 63028014
26 890 87421362
379 387 61738392
680 572 50368343
385 665 3164025
618 793 356013
49 892 76689156
290 371 38773550
449 482 45397464
544 448 48428220
573 58 82728450
475 26 86221320
218 282 18248372
214 270 73703250
112 39 13177203
667 626 41805336
397 521 20654616
599 57 4922613
781 18 88424945
295 299 63071399
236 322 56059514
700 328 56153589
53 837 8712380
311 195 13760172
258 89 32317225
102 849 28093702
461 535 76137661
889 437 24010856
556 591 87916485
636 34 70710066
157 90 72562614
603 30 72613864
518 201 5324107
349 267 38888713
550 49 45440875
391 74 55049143
94 607 61995282
455 445 17940541
360 670 67884695
646 770 53522866
755 65 8008354
724 116 28737480
19 184 40569177
420 166 68871715
785 508 21122579
884 849 34140702
117 89 83714323
580 24 26062559
114 802 58188226
264 667 52819329
822 773 43359783
165 779 83834238
115 428 40888886
160 77 19527743
154 796 38691293
622 40 75197262
602 382 14714621
748 413 60031493
281 42 64160344
676 874 3904226
326 66 52282150
593 818 8095731
489 58 86408425
443 561 38342477
534 259 17171808
892 570 36524623
21 221 77560122
152 882 79526710
751 542 27752320
49 200 63968737
295 47 81742099
631 640 75733316
433 236 73857298
169 826 411777
266 305 19674936
221 77 43881606
729 53 69633816
719 630 51697889
852 783 16125582
890 137 131879
780 752 52739839
389 100 3086181
480 594 2123130
375 168 25472947
634 733 4133814
160 713 48782461
447 38 75775440
321 707 18641853
31 78 43725499
250 732 11651681
766 744 66289648
895 47 74144643
36 500 54741598
110 293 19400823
253 468 53645712
791 543 42817304
377 659 1567929
292 100 52741013
505 68 59964755
820 721 83834128
488 805 87882150
51 9 54854616
450 774 17402262
324 300 45362466
4 484 44341807
333 6 16041408
829 280 50905341
326 135 20729925
634 320 13405450
823 62 82321331
246 646 37138254
52 719 16060234
22 854 70336747
819 231 84302849
146 182 43130581
694 816 24489458
745 781 83781190
284 635 62860476
729 26 82438201
872 892 85167151
448 804 42111192
826 578 55129486
859 573 16433979
267 698 64857630
283 24 16380872
200 94 29132621
190 757 55253261
59 823 15841131
370 845 26559306
236 684 36817663
778 773 64012169
173 86 54002577
430 418 14465320
350 824 28214870
642 803 41823408
401 775 89939784
291 507 18231137
539 501 52930023
425 618 28914818
533 239 3166621
659 885 87049788
423 308 58392980
713 348 10845461
771 569 61505540
829 50 63125024
530 756 62058044
233 153 26321750
557 343 85191861
9 883 67818847
833 736 1032670
115 873 11279534
44 268 50561571
34 12 67588208
693 490 21150528
189 712 75793417
563 763 59618059
706 827 66849604
370 361 47796175
652 864 89958775
528 713 25396993
310 750 23713997
533 607 42026334
427 797 71087875
519 418 47461161
392 297 1441853
122 70 83813985
159 291 80759565
752 44 58811962
615 705 89142189
289 314 72109052
197 379 79897977
139 45 8543738
792 361 73295874
731 781 57528282
725 273 69067674
722 817 29694684
152 4 70763966
745 428 36343089
4 257 24218530
541 596 50211734
750 180 56921072
331 875 8580082
582 506 41791
372 719 8181387
436 843 88199742
481 257 6718111
116 802 61042834
568 803 45325579
241 860 21357887
149 871 2102253
798 90 72964570
90 766 4887075
632 14 79402326
218 500 38422636
640 79 31305767
649 41 63364176
207 567 3316551
149 287 62915716
36 662 49167881
838 8 19722673
687 449 42061893
483 838 56405387
162 529 52568078
270 98 61962302
322 808 55125625
756 272 68406953
49 172 83429441
602 455 19181022
183 617 2501439
5 679 6268582
164 629 66334905
717 60 66053225
327 687 68603429
389 113 63406778
501 674 81214560
525 480 19752504
306 336 65204834
354 46 85439211
711 390 46047522
146 633 10315859
350 900 33181683
244 679 12484777
388 711 16028279
280 774 60616535
277 284 9475653
620 824 14391755
390 800 54695272
271 642 8747614
78 55 38527182
594 50 26520441
558 711 78644620
13 886 70678114
136 436 12625416
234 889 61756667
47 207 48818841
534 470 57441978
892 877 45576010
522 890 73485935
850 566 39414401
406 324 79452881
403 628 42626565
621 712 18965406
356 99 76496783
326 6 85056146
493 216 77553418
724 594 34031783
137 244 72967315
271 307 16196258
694 784 18061099
115 742 75373050
802 800 29863053
552 510 5227675
610 546 84668486
208 742 30384151
207 326 52326266
878 380 3668614
244 681 84801628
634 142 48621975
233 887 78274874
10 409 12758609
158 66 56188246
195 20 27478385
884 810 21022924
737 343 59417799
610 589 17314812
882 433 4791761
877 123 89775473
286 784 29128850
783 484 49314475
376 138 68261506
271 162 11828412
435 435 82283325
116 22 47663948
405 227 56401750
541 195 83857214
580 71 53884157
511 24 40957059
523 732 54325240
426 777 9185196
736 577 77095671
377 487 2859175
473 368 17731611
458 285 75211011
350 357 38541558
464 91 2452764
704 756 69335739
775 875 51251712
533 681 80045875
127 892 61414753
169 167 18469030
32 229 74586370
74 407 47981161
642 275 74103541
496 160 4638780
151 328 36570011
633 866 49522970
108 77 12132100
697 81 45825397
515 521 6264163
899 501 59916535
147 462 70618416
558 200 57828158
17 9 21922540
12 621 34010774
137 838 49439288
614 813 23710710
138 762 72251263
889 182 1524879
265 223 8521069
350 538 86276241
319 568 61363361
171 306 85858035
361 16 85933193
63 136 3680300
287 133 72744064
69 259 24297726
741 222 4511349
65 288 41024289
815 139 9326380
725 544 75554260
346 497 11501650
76 330 76244629
164 273 43743910
722 411 54221928
707 547 6807303
706 126 64168781
802 673 6675847
158 256 7536195
122 667 48055106
114 411 42347309
753 138 72906103
568 256 84030755
359 567 48255823
665 870 7077489
459 550 5647406
342 349 83763648
882 629 76879849
532 674 10750099
720 408 69830796
616 100 83204059
840 540 43275759
70 458 81022781
324 66 43131087
18 237 1945190
110 171 83404815
850 716 53918982
59 27 64215034
229 483 62488668
164 776 38895935
314 654 80156659
207 701 61055242
365 650 24140248
702 213 11692153
